pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-10-01	Assessing United States Grand Strategy: Estimating the Pattern of United States Foreign Policy on Southeast Asia under the Biden Presidency  Journal of Global Strategic Studies  Assessing United States (US) past grand strategy is a useful guide to gauge foreign policy intentions enabling us to gain vital insights to discern the broad pattern of US foreign policy under various administrations. Such an approach can be of benefit to the academic and policy community giving us a sense of the priorities of the foreign policy priorities of the Biden administration particularly with respect to the security of Southeast Asia. With this aim in mind, our article employs a variation of the analytical framework employed in the field of foreign policy evaluation to examine the possible options for US Grand Strategy. At the risk of oversimplification, it selects and assesses four samples of US Grand Strategy alternatives: isolationism, offshore balancing, selective engagement, and deep engagement. Next we focus on recent events to assess which pattern of Grand Strategy best describes the Biden administration’s foreign policy stance. Our aim is that these insights will help regional actors to anticipate and respond accordingly to the Biden administration’s foreign policy stance.  Sebastian, L., & Nugroho, S. (2021). Assessing United States Grand Strategy: Estimating the Pattern of United States Foreign Policy on Southeast Asia under the Biden Presidency, 1(1), 37-54. https://doi.org/10.36859/jgss.V1I1.571  jggs-assessing  https://ejournal.fisip.unjani.ac.id/index.php/JGSS/article/download/571/236
2021-30-06	Learning from Past Policy: Assessing United States Foreign Policy over Indonesia in Resolving the 1999 East Timor Crisis Global: Jurnal Politik Internasional  Assessing the output of past foreign policy is instrumental for any country to learn policy-relevant insights, to appreciate its experience, and to improve its future conduct. To glean such insights, this article borrows Baldwin’s framework in assessing the success and failure in foreign policy. Using a case study analysis, it assesses the United States’ (U.S.) influence attempt towards Indonesia to resolve the 1999 East Timor humanitarian crisis. President Clinton’s decision to undergo an influence attempt primarily aimed to change Indonesia’s policy while gaining support from U.S. allies in the process. The article finds that Clinton’s decision was a highly successful attempt. This finding is based on several factors: (1) the attempt effectively attained the intended primary and secondary goals at a considerably high degree; (2) it was conducted at a considerably low cost for the U.S.; (3) it inflicted a high cost towards Indonesia; (4) the increase in Clinton’s stake strengthened the U.S. resolve to pursue the influence attempt; and (5) Clinton had successfully overcome the difficult undertaking as Indonesia possessed higher stake over East Timor. These findings provide some lessons for both U.S. and Indonesian foreign policymakers to chart future relations for the two nations. Nugroho, Sigit S. (2021) "Learning from Past Policy: Assessing United States Foreign Policy over Indonesia in Resolving the 1999 East Timor Crisis," Global: Jurnal Politik Internasional: Vol. 23 : No. 1 , Article 1. DOI:10.7454/global.v23i1.579 global-learning  https://scholarhub.ui.ac.id/cgi/viewcontent.cgi?params=/context/global/article/1000/&path_info=307.pdf
2023-01-01	Paper Title Number 3	Journal 1	This paper is about the number 3. The number 4 is left for future work.	Your Name, You. (2015). "Paper Title Number 3." <i>Journal 1</i>. 1(3).	paper-title-number-3	http://academicpages.github.io/files/paper3.pdf
